"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"4836" 12290 8454 12412 13281 9849 12020 11170 10126 13609 12816
"4837" 22100 19460 19144 21255 16348 7590 18857 20464 2957 22201
"4838" 4234 10042 12601 11200 13483 15884 14829 13106 8750 8186
"4839" 9178 5085 9425 10289 8883 13135 9627 10756 10185 6523
"4840" 2729 3304 20315 5304 5899 8196 18551 4080 2464 20561
"4841" 9961 8380 12538 13443 10740 13191 12397 10793 6277 6671
"4842" 6284 11933 20516 7064 5542 17589 15471 15801 2615 5309
"4843" 18189 18475 15777 3135 19169 6638 19491 2483 12943 3795
"4844" 274 457 1152 240 1478 1745 15798 18074 11353 12207
"4845" 20055 15053 15876 3784 427 569 2592 108 22049 19754
"4846" 21372 18993 20872 21512 2223 2429 10185 8587 15994 14921
"4847" 2309 7038 7425 11780 7724 13116 8875 6721 2353 15693
"4848" 7896 16990 2627 7810 20340 16396 21469 20185 20577 16575
"4849" 4991 14418 19796 9133 21096 21741 16487 18825 1716 21563
"4850" 3906 4798 2039 5503 1720 4333 5471 4215 3083 3285
"4851" 21876 19512 17339 20179 3249 6412 15976 4199 5867 18052
"4852" 4726 1413 9132 15707 17653 19304 18267 14507 6239 6724
"4853" 4504 4786 16303 18846 20316 21978 21540 15970 22163 22095
"4854" 749 413 207 932 4415 1658 5390 2143 21770 21824
"4855" 8310 2651 1997 5968 20545 19770 21982 16346 18104 2416
"4856" 21375 18914 21305 7963 21871 19998 4946 20954 17133 21196
"4857" 17770 3771 5291 19937 6767 6711 3557 6841 6725 5589
"4858" 12655 6529 13025 12266 9346 12814 11876 10724 11450 8914
"4859" 9699 5373 13021 14204 10411 11799 14152 7871 11623 9205
"4860" 18904 20250 15547 21272 19290 20105 18878 19056 18908 14862
"4861" 52 96 265 148 22122 21873 21464 21045 17132 1492
"4862" 7489 19380 19076 5957 16820 18380 6533 17272 742 5423
"4863" 10889 267 9047 10073 7750 9492 13074 10861 14227 8570
"4864" 9927 7270 13252 10664 7057 12010 9393 6867 6609 6031
"4865" 11993 16453 5067 4439 21673 21513 22003 21924 16171 16032
"4866" 4288 2947 2450 4581 19415 20909 18710 18843 5396 17583
"4867" 5707 18557 4608 2360 3403 1498 1868 17565 18870 21938
"4868" 844 10037 12956 12322 14151 5090 15578 13974 169 7699
"4869" 8686 5737 9952 9743 10319 15499 12828 5396 7498 13275
"4870" 2082 1408 14640 2922 8569 4761 10028 8392 13628 12071
"4871" 11875 10296 9230 11322 10360 15469 13642 11878 8159 12705
"4872" 17455 13218 4044 6529 2589 7730 2191 5869 409 5403
"4873" 3282 5657 11423 12963 8148 14067 9625 8760 7848 7249
"4874" 3105 13083 16074 17367 16104 20794 8088 20753 17292 16097
"4875" 513 2194 1765 303 16578 17206 16064 3917 14274 10765
"4876" 15945 12308 15598 16990 11549 12757 15135 6246 6244 5717
"4877" 1037 1575 4464 3707 3831 18697 20760 14412 15724 20577
"4878" 3312 5023 1770 2940 5526 8293 16135 14465 19175 20855
"4879" 12954 9073 8927 9819 12981 9603 10866 10722 15101 12508
"4880" 15706 19434 19742 20060 6371 3308 1525 1490 16013 18537
"4881" 14702 719 14204 16035 16057 18093 17010 15843 7130 7759
"4882" 8787 5658 8680 9995 9924 9397 8399 6392 12864 13365
"4883" 5058 13417 5040 7309 21119 20122 7429 19053 6110 3734
"4884" 3731 13489 4283 20744 22226 20713 22015 20216 17553 16402
"4885" 11946 8411 12279 12946 9517 12047 11472 10107 10369 9481
"4886" 16471 4682 19368 8012 4575 17240 6377 15924 21862 20039
"4887" 681 536 1033 611 17512 18949 17851 17756 2136 394
"4888" 16454 21972 19605 9553 18856 8477 7378 5509 16903 19250
"4889" 367 1311 3336 3037 17680 3276 16781 19721 3531 20585
"4890" 11174 5672 9403 14446 12304 13252 15314 12544 9983 10200
"4891" 10361 10045 13055 16008 12218 11461 9346 11742 10014 11366
"4892" 20781 17041 16240 20742 19987 20931 19892 19965 13237 11584
"4893" 13167 9472 13184 14228 11139 13557 12755 11116 9670 9736
"4894" 17392 15294 5249 9116 4986 4291 1864 5801 19690 16331
"4895" 9067 5923 3008 14175 8206 9089 9386 6679 6449 7482
"4896" 21017 2135 20890 4776 110 17466 17093 15939 19874 18871
"4897" 19039 4454 17048 1457 21999 21439 22122 21790 20746 19538
"4898" 9758 6748 14793 7786 20743 21409 20845 20750 7970 12212
"4899" 12453 8469 12316 13378 13423 15615 14949 12944 10019 5606
"4900" 14111 11597 14460 15941 7672 14918 14740 7021 10342 6038
"4901" 4002 256 595 287 22189 19677 21450 19310 4142 1601
"4902" 9614 9725 9402 10692 8966 10652 9874 13251 17840 16690
"4903" 17056 15213 2578 7543 16004 8228 18495 18677 5624 16221
"4904" 9968 2971 11196 15035 9162 15298 4468 12424 13447 7872
"4905" 12408 6902 9361 11572 11124 13274 13297 11611 7678 10367
"4906" 3919 18421 4228 4147 11943 738 154 849 603 5094
"4907" 3026 16574 3951 7392 5699 6317 20350 18029 621 2561
"4908" 10768 4288 5145 14386 1409 11139 10264 10252 13987 10704
"4909" 14929 11742 14279 13730 9294 12791 9427 6791 19099 18109
"4910" 1895 4458 746 17794 16728 20359 21792 20460 18654 17204
"4911" 16100 12298 2694 221 6864 5611 8477 6844 1704 5448
"4912" 10157 3544 9164 11242 9903 11648 8178 6399 7815 6667
"4913" 5299 11872 5209 12643 11037 12635 12194 11554 9169 13179
"4914" 9495 6448 12172 10156 10252 12682 8831 7739 9345 13024
"4915" 18463 4584 2892 8541 8497 13605 9981 12823 12173 5995
"4916" 5415 9057 14469 15196 576 8888 10010 6889 10824 6034
"4917" 11704 8911 11262 13791 10714 11812 13001 8841 8293 7999
"4918" 11338 3997 10180 7638 9012 10165 5150 7974 13422 11259
"4919" 20588 13497 20736 3991 1923 2299 261 2080 20489 19827
"4920" 21896 20527 21928 21464 21995 21537 22034 20221 5317 21268
"4921" 17203 21683 21355 20964 15995 6363 18804 20572 3575 4413
"4922" 16480 2304 21264 581 15113 6415 285 1231 2747 19728
"4923" 3997 12659 1090 1981 19045 20756 21136 19826 20892 21419
"4924" 22274 21535 22268 22264 23 4857 12427 10665 16466 22103
"4925" 2736 4259 4260 17454 4384 3589 18560 4413 20019 19713
"4926" 15825 12218 15458 16856 13626 12923 12560 8377 7261 7226
"4927" 8823 6931 8974 10151 11052 11852 10029 10173 14176 13927
"4928" 7420 5034 18291 8717 15718 17822 16788 15523 13076 7632
"4929" 5323 15231 18752 19856 22091 21805 22115 22108 3283 7923
"4930" 13402 8267 11481 13578 7901 11905 10106 8288 6803 8897
"4931" 21588 20732 7604 21162 21979 21885 22145 16676 2494 9118
"4932" 19797 16703 20897 21320 20371 18718 15675 3967 160 1408
"4933" 7093 16151 20330 20519 21666 21810 8060 21014 16882 1978
"4934" 10105 10820 10461 11606 7355 9743 9134 9991 13898 13870
"4935" 18561 19278 18500 5341 5531 5068 18085 21183 1675 16010
"4936" 18669 19561 19314 21677 4227 19420 682 803 5356 20174
"4937" 1849 1155 1058 1941 6411 3192 3261 4376 15758 1313
"4938" 21643 16936 19845 16827 21955 21364 22238 21944 19473 1722
"4939" 8197 14664 4138 5335 14779 4289 5114 17669 5515 19239
"4940" 17819 13628 17174 3948 8521 5162 3714 2506 18095 16964
"4941" 12515 11851 14477 13733 6506 9207 11407 6467 13646 9471
"4942" 20797 21453 5230 2457 15329 3484 19402 17957 1600 2640
"4943" 17108 16581 15229 5301 17674 5692 15507 2941 18311 14325
"4944" 19465 14069 17082 16683 5890 7448 15556 14469 15967 17992
"4945" 10032 6698 12847 14493 8013 9874 11172 7610 9081 9286
"4946" 9385 10067 13690 11339 11504 15423 14984 13589 14033 7339
"4947" 10990 2078 14698 6943 7015 1704 8710 1748 11140 8727
"4948" 12395 8658 9222 11294 9695 12355 9179 9603 10928 10146
"4949" 11967 8360 12136 13402 13543 15729 15055 11627 10427 8216
"4950" 22051 12628 16689 17577 14627 1740 2655 20191 668 3517
"4951" 12919 6393 10531 11972 10442 3427 9083 10664 8489 2389
"4952" 7493 21770 7614 4067 16867 7532 17740 5275 319 1744
"4953" 2115 13382 2187 4250 2922 2523 775 3507 3304 1114
"4954" 18436 19056 21997 6938 3078 588 704 14434 5145 3889
"4955" 2906 17044 4449 8771 22107 22049 21512 5476 21613 2688
"4956" 13240 1533 14564 5146 6459 11661 8152 7776 12320 11842
"4957" 14973 11513 14838 14459 10948 9193 8812 10962 10230 10102
"4958" 5697 15735 1433 2115 20185 22265 21436 15565 236 963
"4959" 22036 713 15075 7631 21928 5002 20549 814 1676 14823
"4960" 13355 11203 14210 13688 7559 10449 9397 8752 11734 12604
"4961" 18971 18957 8252 2383 1529 3001 2456 3307 20140 15544
"4962" 15646 1797 20523 20320 4782 6783 21855 18679 242 113
"4963" 15750 16320 8628 16413 14586 17480 7139 14900 4702 16861
"4964" 14369 11439 456 13582 19070 17765 2127 14738 2439 11618
"4965" 13158 11158 14495 14751 8508 11070 8971 8053 7320 12327
"4966" 14513 11248 11072 15948 13925 16006 15317 13656 7281 5911
"4967" 4847 19071 15572 1142 20770 20730 2209 20199 253 3680
"4968" 16303 14323 4047 5077 19792 19029 17081 21968 20144 15536
"4969" 9922 6340 10790 10851 6486 9048 3285 8312 14484 13646
"4970" 19909 21655 20569 18736 3405 3073 1888 14499 3231 19915
"4971" 8398 5055 8153 7414 446 3220 6440 343 9829 12729
"4972" 2045 488 4352 20001 17505 22236 21351 22128 1470 1195
"4973" 4844 12621 4289 17488 2127 3113 924 4794 689 14542
"4974" 13067 650 11870 798 2734 7096 131 7899 13692 12895
"4975" 4557 19867 21602 19572 720 2002 2739 16134 18377 4231
"4976" 1972 14663 5849 2555 5710 6432 361 3034 18364 3140
"4977" 919 891 2765 393 2603 16464 6720 21803 20595 21336
"4978" 13130 5606 14184 15392 6458 11060 8141 8407 13317 7238
"4979" 20167 18585 15168 2307 18094 18875 16104 21861 16616 20435
"4980" 11714 7782 11943 12647 11906 13688 13248 11089 22257 22266
"4981" 10016 5650 9602 10721 12329 14403 10269 6497 6490 7530
"4982" 1559 19797 1011 2506 3148 20720 4522 15119 21818 14451
"4983" 2526 1711 530 2787 19804 1149 18923 16361 21060 585
"4984" 20422 22135 21341 21959 19545 18117 4110 15432 17490 16526
"4985" 15411 1538 5796 17849 21711 18383 21621 20865 20010 2320
"4986" 2560 14713 5777 2508 18935 20210 19318 18804 2379 10847
"4987" 12482 8963 11818 13655 11330 12864 12515 11277 10211 9553
"4988" 6322 3003 4623 20283 21360 19223 21417 20532 20514 17005
"4989" 5007 18901 17104 16353 17757 19381 1501 18291 2793 15030
"4990" 5737 3609 2294 4196 4636 928 15470 1706 20792 5131
"4991" 2641 872 884 3139 11801 840 7441 12671 6396 3453
"4992" 11992 8076 10016 13431 9653 11053 11692 8522 11669 8512
"4993" 8848 8318 12520 13418 9605 12103 11613 6676 12408 11744
"4994" 17774 14802 18368 19584 8360 13935 10114 1637 15014 13706
"4995" 11656 9916 9831 12763 9209 10770 9872 10421 11523 13540
"4996" 4458 3775 2641 2795 20496 20534 18180 17067 1659 2109
"4997" 14736 10030 10265 11441 7204 9508 9454 8472 8586 6436
"4998" 12851 8835 6721 14107 9284 15796 12441 13178 8468 11438
"4999" 12328 6377 11444 13061 9910 12370 11678 9689 9282 9712
"5000" 13204 5842 10564 10199 10164 11250 8618 11584 11596 8422
"5001" 18863 4815 2823 7851 15249 6334 16416 2573 3523 16118
"5002" 6454 2420 6432 5093 2416 1271 2586 1342 20964 15666
"5003" 11405 9281 10897 14214 11763 13962 12629 8332 11203 10653
"5004" 10072 7256 10125 13657 8076 12208 9555 8192 11206 10662
"5005" 12884 9133 12908 13847 9612 12173 11555 9936 10486 9870
"5006" 4353 3365 3493 836 20843 17260 19505 21066 2343 2517
"5007" 5742 15282 15265 17293 18447 19176 17283 16433 4581 17415
"5008" 8319 13329 2087 18210 17793 19831 16040 15337 9849 2383
"5009" 7322 1692 4674 3602 20669 6665 7141 3149 3291 779
"5010" 8435 15178 17455 9113 2946 3859 3221 16381 3603 1457
"5011" 20744 17604 20306 21002 11684 11203 12150 11205 7288 11577
"5012" 13296 6727 13906 14653 10599 12544 13047 12495 6879 6571
"5013" 7074 3857 2209 3632 18817 19049 17471 19254 21284 3676
"5014" 10044 9305 9058 11472 9111 14999 8849 8857 13245 7124
"5015" 10036 7034 2390 9111 11261 3417 3561 11484 14844 7167
"5016" 7685 4193 20246 3780 16988 19893 7460 2908 18396 2648
"5017" 5507 20422 21693 21732 167 17289 16331 14931 7401 8532
"5018" 6556 15151 18682 19797 1251 302 14409 219 6122 14148
"5019" 3812 1752 12118 7203 3495 9496 1741 8838 11966 7004
"5020" 12815 10464 14546 14335 10220 11808 809 13269 6534 4658
"5021" 3443 961 5030 8138 1289 1260 16061 21404 399 13731
"5022" 10542 738 7187 13663 4623 7421 16249 14828 7845 13278
"5023" 12335 7359 11597 13202 12251 14584 13861 10739 9982 10201
"5024" 4727 7880 5826 10708 18800 20133 19228 18688 6726 6306
"5025" 9574 6964 10070 11261 12473 13489 13203 13668 7808 12770
"5026" 9583 2782 12097 14850 7260 9442 9559 7449 9029 11645
"5027" 15500 3177 6164 1594 19273 21456 15982 21023 17861 19870
"5028" 12390 5382 10828 9912 12748 15352 14430 12099 6356 5659
"5029" 2063 750 21931 16473 5412 4026 19893 17865 15958 2597
"5030" 1459 15169 15276 16515 19811 18704 16060 4665 16580 15463
"5031" 9472 6352 3828 10585 13343 15529 12298 8484 13239 10809
"5032" 673 307 2725 568 21213 18844 20068 16352 17157 15990
"5033" 10872 6761 11885 10560 13453 16040 13636 11842 6470 5822
"5034" 224 441 991 2846 20293 17681 20312 4417 549 5135
"5035" 20148 14403 19572 7527 4921 430 1140 17377 20077 15241
"5036" 344 655 1236 5458 156 1978 2325 520 15873 14808
"5037" 20031 21792 1929 21825 19399 21973 19769 4898 22262 20879
"5038" 2429 827 11246 617 14035 16198 15490 13852 11065 11080
"5039" 6114 3264 1064 8530 3413 1413 4005 1329 15955 4430
"5040" 4293 21497 22052 8365 22073 22194 21629 20682 1011 3536
"5041" 13699 11456 9472 10566 8388 11684 15094 8787 15142 12936
"5042" 13802 1282 1019 3896 20719 21398 15739 20312 14353 13989
"5043" 19682 19942 19617 8070 1263 998 5254 17369 3731 5263
"5044" 15211 10872 14627 15094 7683 8994 9856 6688 10017 6665
"5045" 17184 15230 18756 19855 9221 12601 12225 9136 17040 15893
"5046" 5229 4305 15584 20256 19492 18763 19753 19400 9754 254
"5047" 4998 4684 5730 4753 18708 22033 15643 21428 19768 3744
"5048" 18456 14209 17816 19131 9220 12247 11614 8860 1192 7067
"5049" 1612 112 996 740 2388 21738 18004 15366 14304 12063
"5050" 12377 5743 12299 11235 10943 13382 12585 10967 8194 12394
"5051" 11808 7281 9748 12449 8853 14150 12355 11522 10614 7278
"5052" 11167 1281 13068 5911 13664 13250 13783 11892 13698 11959
"5053" 15704 17036 7028 16439 4558 8011 6457 5624 3220 5307
"5054" 17124 20997 2721 4881 623 807 17841 5527 481 18113
"5055" 11110 5579 8954 10011 7101 14223 8773 6840 14283 13452
"5056" 808 783 14281 12254 9256 10732 10915 9292 6931 12899
"5057" 18419 376 15557 20608 17098 5551 20052 19747 5800 15926
"5058" 19098 14881 18432 386 21146 21938 20733 21628 895 9797
"5059" 9685 10855 9439 13744 11740 14071 15246 12826 14046 7297
"5060" 10324 6774 11058 10179 12457 13518 14868 13320 7947 10377
"5061" 10434 10677 14081 11286 6846 8922 8183 6575 9724 5907
"5062" 15039 11592 14895 12258 9989 12150 11385 8981 9057 7911
"5063" 3985 3022 552 2590 18665 17249 18041 19216 3621 5156
"5064" 10395 6075 10613 15057 12322 14633 13252 8122 14002 13159
"5065" 196 2470 2181 15961 12850 10607 10184 12949 8823 12054
"5066" 21189 16384 20916 4313 6832 2609 8702 2371 6719 6067
"5067" 2266 10900 13516 14282 12026 7372 12323 11152 11773 4271
"5068" 9360 9684 10071 5687 4246 2612 8986 1833 14744 13477
"5069" 6442 10915 12996 5137 16914 18460 6229 16787 13916 13077
"5070" 19126 17807 19506 8262 3983 8485 854 14372 16442 18308
"5071" 10314 6541 12924 11870 12443 14766 10100 10215 8655 7791
"5072" 6278 1998 1508 2484 14018 17636 8064 17061 1943 5397
"5073" 16562 12349 1121 756 21496 7482 17242 18415 17881 19484
"5074" 16688 3163 20707 17280 1413 18229 5051 443 3290 18907
"5075" 2377 987 8109 1415 1064 9296 1711 2870 1379 9369
"5076" 20428 17315 16482 16569 5250 16616 17143 6012 1723 18560
"5077" 19437 4896 4408 2778 20355 16100 20322 13843 3914 14518
"5078" 13838 7507 11338 15095 12271 14779 13621 12305 12314 7995
"5079" 14248 3757 13525 15538 10397 14212 11894 8964 7976 8638
"5080" 12411 8765 12002 13165 12729 15009 14297 12573 9918 9713
"5081" 17158 2030 7760 5560 3093 7496 9079 1473 8927 8236
"5082" 15329 15171 17992 18175 1030 447 396 1532 18909 20143
"5083" 13211 5815 9373 14524 12996 13009 12115 9107 6859 10292
"5084" 12639 7847 11736 13497 9161 14588 11010 8603 8152 8962
"5085" 21080 19073 22037 18072 218 604 1921 7065 21981 21952
"5086" 13399 9545 6515 15714 12451 15801 12076 12714 13676 14116
"5087" 14339 10963 9353 13833 13110 9889 11881 8264 8615 13645
"5088" 10218 9854 10390 15227 11087 15178 14303 13310 12239 3380
"5089" 16708 17177 5639 3625 20417 17960 18747 15038 18247 18672
"5090" 9862 6987 10814 12784 12159 11591 9558 8508 8030 6979
"5091" 8740 5243 3602 11957 12319 10342 2772 12126 13225 12774
"5092" 7829 4791 3502 18931 4417 4840 20528 1804 16488 1983
"5093" 3270 3278 2985 7198 18002 17759 4453 15569 1099 860
"5094" 2770 15999 3710 19472 3678 4751 2331 6014 9238 206
"5095" 10321 6163 11827 12532 8128 13335 12791 9254 12653 9636
"5096" 15168 11301 14682 16263 13879 15829 15216 11266 10694 6185
"5097" 4507 19683 20334 20763 21977 17951 19308 4481 3087 16481
"5098" 15529 14100 20918 20392 18503 17991 21746 18682 10394 3532
"5099" 9904 8550 9051 12487 9982 10765 11652 10019 7201 5528
"5100" 21526 21024 21711 16740 2137 5750 16158 20659 2810 5288
"5101" 15851 16008 7779 17607 3199 1394 6734 2187 5670 4405
"5102" 5928 12543 845 5579 2980 17967 6172 22004 838 4783
"5103" 8767 5662 10062 14231 7844 15011 9303 12390 8231 8436
"5104" 14609 7564 14687 13460 18865 20181 19268 18748 8766 1385
"5105" 9642 6532 8871 14375 10458 15310 11711 12106 14339 6563
"5106" 21700 20613 18049 21969 13256 2778 13055 3418 14361 13116
"5107" 9253 1243 13386 268 1553 346 13842 11954 12075 10777
"5108" 14962 10793 13301 16336 9461 10083 13312 12672 6608 9253
"5109" 11427 6057 12037 13793 10938 10600 10926 10443 7546 8429
"5110" 21534 19634 21771 7528 490 2328 4129 14439 4912 10454
"5111" 15274 11864 13627 14450 13797 6582 12549 13393 9274 9554
"5112" 3889 10626 13394 12108 21196 21688 21237 21221 18501 17446
"5113" 2955 12013 1358 4279 14715 3129 3336 2114 21199 16270
"5114" 13807 7724 9624 15154 8511 10839 11908 7553 7280 6488
"5115" 5456 14303 3306 1979 5833 5427 2210 2174 6051 17673
"5116" 9739 8024 12624 12659 11652 13406 1242 10697 14251 13303
"5117" 1456 12181 8094 3969 2851 2179 21294 3939 4962 15630
"5118" 18954 21177 19096 17431 19425 2356 1819 2498 17252 2835
"5119" 11385 10238 13866 14952 12347 13848 13574 8263 9814 7215
"5120" 14469 7901 11161 15065 11041 13216 8508 12599 7863 11364
"5121" 21179 17677 22098 18702 15893 1631 22217 20579 1715 1087
"5122" 278 445 11904 13960 21558 21612 21797 21772 2080 6126
"5123" 5084 15708 15933 2727 4383 2955 3057 3182 4978 3142
"5124" 8726 5921 9289 9778 11572 13211 14415 11377 8940 6467
"5125" 13264 893 5821 16101 8575 564 9798 7230 9376 11697
"5126" 540 1306 221 765 19494 20612 19763 15085 5634 14360
"5127" 17894 13121 16731 18963 17203 6901 17882 16743 16990 16115
"5128" 912 3853 4984 5717 3331 923 17102 582 18057 867
"5129" 6814 235 14159 138 3290 853 535 11381 7349 11077
"5130" 5110 3258 1469 15127 20854 21483 20708 20881 9769 914
"5131" 3487 10452 2966 649 11550 870 1954 2295 14360 1708
"5132" 10377 5114 9382 12476 11782 14590 14256 12434 11944 8166
"5133" 51 7551 591 12709 10796 3948 13944 9551 2123 20268
"5134" 19163 19013 20479 19097 7569 1946 478 1002 5040 21587
"5135" 1509 1339 254 2257 2767 426 1615 1269 15377 20314
"5136" 14864 10676 11864 15957 12405 15063 15351 12345 6247 5913
"5137" 10357 10913 10604 10781 6702 8788 9053 10574 6575 11724
"5138" 12370 9696 11890 13278 11608 13827 13266 9720 10454 10157
"5139" 14989 10512 14679 16316 13099 15622 13488 13386 10178 6206
"5140" 13299 10663 13590 3402 8146 12641 970 7900 8037 6854
"5141" 4260 1353 19950 20758 7775 9093 1259 7882 7377 8133
"5142" 12108 6666 12272 13057 12342 14316 14049 11346 14969 13980
"5143" 9786 6300 4369 14736 896 1944 4783 8736 9623 8303
"5144" 21750 16476 3227 21654 21748 20889 19883 21903 22066 21247
"5145" 20225 20162 15574 19838 19712 19623 15698 19655 8978 8067
"5146" 13972 10577 11381 13756 12175 15891 11258 13536 8515 5507
